"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2020 Honda Civic TC VTEC Premium 1.5"|"43,291 km"|"Automatic"|"Selangor"|"112,800"|"RM 1,236/mo"
"2018 Perodua AXIA G 1.0"|"80,620 km"|"Automatic"|"Johor"|"31,100"|"RM 341/mo"
"2013 Mazda CX-5 SKYACTIV-G 2.0"|"131,597 km"|"Automatic"|"Melaka"|"42,900"|"RM 470/mo"
"2014 Proton Iriz Executive 1.6"|"93,923 km"|"Automatic"|"Selangor"|"21,200"|"RM 232/mo"
"2017 Toyota Vios E 1.5"|"101,893 km"|"Automatic"|"Selangor"|"54,900"|"RM 602/mo"
"2020 Proton X70 TGDI Premium 1.8"|"61,835 km"|"Automatic"|"Kuala Lumpur"|"77,500"|"RM 849/mo"
"2022 Honda HR-V E 1.5"|"17,474 km"|"Automatic"|"Pahang"|"116,800"|"RM 1,280/mo"
"2015 Perodua Myvi X 1.3"|"87,502 km"|"Automatic"|"Pahang"|"28,500"|"RM 312/mo"
"2017 Perodua Myvi SE 1.5"|"95,809 km"|"Automatic"|"Negeri Sembilan"|"39,800"|"RM 436/mo"
"2016 Mitsubishi ASX2.0"|"116,375 km"|"Automatic"|"Sabah"|"44,400"|"RM 487/mo"
"2014 Honda City V i-VTEC 1.5"|"108,782 km"|"Automatic"|"Melaka"|"41,000"|"RM 449/mo"
"2021 Perodua AXIA SE 1.0"|"42,824 km"|"Automatic"|"Johor"|"39,400"|"RM 432/mo"
"2013 Proton Preve Executive 1.6"|"97,961 km"|"Automatic"|"Johor"|"17,300"|"RM 190/mo"
"2019 Proton X70 TGDI Premium 1.8"|"83,387 km"|"Automatic"|"Johor"|"69,400"|"RM 761/mo"
"2013 Mitsubishi Attrage SE 1.2"|"201,992 km"|"Automatic"|"Selangor"|"17,500"|"RM 192/mo"
"2017 Perodua AXIA SE 1.0"|"35,560 km"|"Automatic"|"Kedah"|"30,500"|"RM 334/mo"
"2015 Perodua AXIA G 1.0"|"141,202 km"|"Automatic"|"Perak"|"22,200"|"RM 243/mo"
"2017 Perodua AXIA SE 1.0"|"82,417 km"|"Automatic"|"Johor"|"30,300"|"RM 332/mo"
"2014 Volkswagen CC Comfort 1.8"|"132,628 km"|"Automatic"|"Selangor"|"33,900"|"RM 371/mo"
"2018 Proton Saga Executive 1.3"|"109,409 km"|"Automatic"|"Selangor"|"30,000"|"RM 329/mo"
"2019 Perodua AXIA GXtra 1.0"|"67,659 km"|"Automatic"|"Kuala Lumpur"|"33,300"|"RM 365/mo"
"2009 Honda Jazz V i-VTEC 1.5"|"89,032 km"|"Automatic"|"Selangor"|"28,900"|"RM 317/mo"
"2016 Nissan Almera E 1.5"|"142,971 km"|"Automatic"|"Johor"|"34,000"|"RM 373/mo"
"2019 Proton Saga Premium 1.3"|"78,027 km"|"Automatic"|"Negeri Sembilan"|"33,000"|"RM 362/mo"
"2021 Toyota Yaris E 1.5"|"34,848 km"|"Automatic"|"Johor"|"68,000"|"RM 745/mo"
"2019 Perodua AXIA G 1.0"|"65,383 km"|"Automatic"|"Johor"|"33,400"|"RM 366/mo"
"2014 Perodua Alza Advance 1.5"|"140,714 km"|"Automatic"|"Johor"|"33,800"|"RM 370/mo"
"2020 Proton X70 TGDI Premium X 1.8"|"66,571 km"|"Automatic"|"Kuala Lumpur"|"80,900"|"RM 887/mo"
"2014 Perodua Myvi EZ 1.3"|"179,259 km"|"Automatic"|"Johor"|"23,000"|"RM 252/mo"
"2020 Perodua AXIA Advance 1.0"|"47,208 km"|"Automatic"|"Johor"|"39,800"|"RM 436/mo"
"2015 Perodua Myvi SE 1.5"|"95,532 km"|"Automatic"|"Johor"|"32,300"|"RM 354/mo"
"2021 Proton Saga Standard 1.3"|"45,891 km"|"Automatic"|"Pulau Pinang"|"33,800"|"RM 370/mo"
"2019 Perodua AXIA GXtra 1.0"|"36,899 km"|"Automatic"|"Selangor"|"33,500"|"RM 367/mo"
"2015 Honda Jazz S i-VTEC 1.5"|"79,989 km"|"Automatic"|"Melaka"|"44,000"|"RM 482/mo"
"2015 Perodua Myvi X 1.3"|"87,268 km"|"Automatic"|"Negeri Sembilan"|"28,500"|"RM 312/mo"
"2014 Proton Persona SV 1.6"|"182,318 km"|"Automatic"|"Negeri Sembilan"|"14,800"|"RM 162/mo"
"2015 Toyota Vios G 1.5"|"103,816 km"|"Automatic"|"Kuala Lumpur"|"45,500"|"RM 499/mo"
"2022 Toyota Corolla Altis G 1.8"|"17,109 km"|"Automatic"|"Johor"|"119,000"|"RM 1,304/mo"
"2019 Toyota Yaris G 1.5"|"46,535 km"|"Automatic"|"Selangor"|"67,500"|"RM 740/mo"
"2023 Toyota Yaris G 1.5"|"9,184 km"|"Automatic"|"Pahang"|"82,800"|"RM 907/mo"
"2011 Toyota Vios J 1.5"|"225,002 km"|"Automatic"|"Melaka"|"24,500"|"RM 268/mo"
"2011 Perodua Myvi EZi 1.3"|"113,313 km"|"Automatic"|"Pahang"|"18,300"|"RM 201/mo"
"2020 Perodua AXIA GXtra 1.0"|"47,050 km"|"Automatic"|"Johor"|"35,200"|"RM 386/mo"
"2015 Nissan Almera E 1.5"|"101,808 km"|"Automatic"|"Negeri Sembilan"|"29,000"|"RM 318/mo"
"2019 Perodua Bezza Advance Premium 1.3"|"73,704 km"|"Automatic"|"Selangor"|"42,500"|"RM 466/mo"
"2022 Proton X70 TGDI Executive 1.8"|"16,882 km"|"Automatic"|"Kuala Lumpur"|"83,900"|"RM 919/mo"
"2020 Perodua Bezza X 1.3"|"45,285 km"|"Automatic"|"Kuala Lumpur"|"42,200"|"RM 462/mo"
"2013 Perodua Myvi SE 1.3"|"182,322 km"|"Automatic"|"Kedah"|"22,300"|"RM 244/mo"
"2017 Perodua AXIA G 1.0"|"128,907 km"|"Automatic"|"Kuala Lumpur"|"28,500"|"RM 312/mo"
"2015 Toyota Vios E 1.5"|"154,349 km"|"Automatic"|"Selangor"|"42,100"|"RM 461/mo"
"2022 Perodua Ativa AV 1.0"|"39,522 km"|"Automatic"|"Johor"|"68,000"|"RM 745/mo"
"2022 Perodua Myvi G 1.3"|"35,686 km"|"Automatic"|"Selangor"|"47,500"|"RM 521/mo"
"2016 Honda Accord i-VTEC 2.4"|"90,362 km"|"Automatic"|"Selangor"|"79,300"|"RM 869/mo"
"2021 Perodua Myvi AV 1.5"|"18,823 km"|"Automatic"|"Selangor"|"53,000"|"RM 581/mo"
"2019 Proton X70 TGDI Premium 1.8"|"80,986 km"|"Automatic"|"Johor"|"69,900"|"RM 766/mo"
"2018 Perodua Bezza X Premium 1.3"|"103,279 km"|"Automatic"|"Selangor"|"37,900"|"RM 415/mo"
"2014 Perodua Alza SE 1.5"|"101,090 km"|"Automatic"|"Perak"|"32,500"|"RM 356/mo"
"2013 Mercedes-Benz E200 CGI AVANTGARDE 2.0"|"88,788 km"|"Automatic"|"Selangor"|"72,500"|"RM 794/mo"
"2018 Nissan Almera E 1.5"|"77,989 km"|"Automatic"|"Johor"|"40,300"|"RM 442/mo"
"2019 Honda City S i-VTEC 1.5"|"75,810 km"|"Automatic"|"Selangor"|"61,800"|"RM 677/mo"
"2019 Honda CR-V TC VTEC 1.5"|"64,215 km"|"Automatic"|"Selangor"|"114,300"|"RM 1,253/mo"
"2014 Kia Cerato1.6"|"157,522 km"|"Automatic"|"Selangor"|"29,800"|"RM 327/mo"
"2014 Proton Saga FLX Standard 1.3"|"228,143 km"|"Automatic"|"Pulau Pinang"|"12,900"|"RM 141/mo"
"2023 Perodua Ativa AV 1.0"|"8,817 km"|"Automatic"|"Kuala Lumpur"|"69,900"|"RM 766/mo"
"2022 Perodua Myvi X 1.5"|"36,547 km"|"Automatic"|"Kuala Lumpur"|"48,600"|"RM 533/mo"
"2018 Nissan Almera VL Black Series 1.5"|"78,198 km"|"Automatic"|"Selangor"|"41,900"|"RM 459/mo"
"2019 Nissan Serena S-Hybrid High-Way Star 2.0"|"63,811 km"|"Automatic"|"Selangor"|"98,400"|"RM 1,078/mo"
"2020 Nissan Almera VLP 1.0"|"60,148 km"|"Automatic"|"Perak"|"66,300"|"RM 727/mo"
"2012 Perodua Alza EZi 1.5"|"223,760 km"|"Automatic"|"Negeri Sembilan"|"23,500"|"RM 258/mo"
"2011 Proton Persona Elegance Medium Line 1.6"|"139,597 km"|"Automatic"|"Melaka"|"12,300"|"RM 135/mo"
"2023 Proton X50 Executive 1.5"|"17,157 km"|"Automatic"|"Negeri Sembilan"|"80,000"|"RM 877/mo"
"2014 Kia Rio SX 1.4"|"139,591 km"|"Automatic"|"Selangor"|"24,300"|"RM 266/mo"
"2019 Honda City V i-VTEC 1.5"|"88,757 km"|"Automatic"|"Kuala Lumpur"|"67,300"|"RM 737/mo"
"2020 Perodua Aruz AV 1.5"|"66,057 km"|"Automatic"|"Selangor"|"61,400"|"RM 673/mo"
"2018 Proton Saga Premium 1.3"|"64,604 km"|"Automatic"|"Melaka"|"30,500"|"RM 334/mo"
"2013 Honda Civic S i-VTEC 2.0"|"136,011 km"|"Automatic"|"Johor"|"40,000"|"RM 438/mo"
"2021 Perodua AXIA GXtra 1.0"|"41,702 km"|"Automatic"|"Perak"|"35,000"|"RM 384/mo"
"2019 Perodua Myvi X 1.3"|"58,057 km"|"Automatic"|"Selangor"|"41,600"|"RM 456/mo"
"2017 Perodua AXIA SE 1.0"|"101,989 km"|"Automatic"|"Johor"|"30,000"|"RM 329/mo"
"2009 Toyota Estima Aeras 2.4"|"171,925 km"|"Automatic"|"Selangor"|"54,400"|"RM 596/mo"
"2017 Perodua AXIA SE 1.0"|"75,546 km"|"Automatic"|"Melaka"|"28,400"|"RM 311/mo"
"2023 Proton X50 Standard 1.5"|"23,784 km"|"Automatic"|"Kuala Lumpur"|"72,400"|"RM 793/mo"
"2019 Toyota C-HR1.8"|"34,106 km"|"Automatic"|"Selangor"|"107,300"|"RM 1,176/mo"
"2018 Perodua Myvi H 1.5"|"95,676 km"|"Automatic"|"Kuala Lumpur"|"44,400"|"RM 487/mo"
"2016 Perodua Alza SE 1.5"|"117,235 km"|"Automatic"|"Pahang"|"39,400"|"RM 432/mo"
"2016 Perodua Bezza G Standard 1.0"|"103,508 km"|"Automatic"|"Kedah"|"29,900"|"RM 328/mo"
"2017 Proton Saga Executive 1.3"|"84,207 km"|"Automatic"|"Selangor"|"28,300"|"RM 310/mo"
"2018 Perodua Myvi AV 1.5"|"85,227 km"|"Automatic"|"Pulau Pinang"|"46,000"|"RM 504/mo"
"2018 Proton Saga Executive 1.3"|"84,133 km"|"Automatic"|"Selangor"|"30,400"|"RM 333/mo"
"2020 Perodua Myvi G 1.3"|"55,957 km"|"Automatic"|"Melaka"|"41,900"|"RM 459/mo"
"2016 Perodua AXIA G 1.0"|"74,754 km"|"Automatic"|"Pahang"|"26,900"|"RM 295/mo"
"2013 Perodua Myvi SE 1.3"|"166,026 km"|"Automatic"|"Terengganu"|"22,500"|"RM 247/mo"
"2020 Perodua Myvi AV 1.5"|"77,229 km"|"Automatic"|"Sabah"|"48,300"|"RM 529/mo"
"2018 Volkswagen Tiguan 280 TSI Highline 1.4"|"79,968 km"|"Automatic"|"Selangor"|"87,300"|"RM 957/mo"
"2017 Perodua Myvi SE 1.5"|"80,566 km"|"Automatic"|"Kuala Lumpur"|"39,800"|"RM 436/mo"
"2019 Proton Persona Executive 1.6"|"33,046 km"|"Automatic"|"Kuala Lumpur"|"37,400"|"RM 410/mo"
"2013 Toyota Vellfire V 2.4"|"94,065 km"|"Automatic"|"Johor"|"89,000"|"RM 975/mo"
"2020 Perodua Bezza X 1.3"|"63,739 km"|"Automatic"|"Negeri Sembilan"|"42,200"|"RM 462/mo"
"2020 Perodua Bezza Advance 1.3"|"41,196 km"|"Automatic"|"Pulau Pinang"|"47,000"|"RM 515/mo"
"2018 Proton Perdana2.0"|"91,143 km"|"Automatic"|"Pulau Pinang"|"47,800"|"RM 524/mo"
"2021 Perodua Myvi AV 1.5"|"46,740 km"|"Automatic"|"Kuala Lumpur"|"53,000"|"RM 581/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"9,625 km"|"Automatic"|"Selangor"|"98,000"|"RM 1,074/mo"
"2013 Toyota Vios G 1.5"|"155,090 km"|"Automatic"|"Selangor"|"32,500"|"RM 356/mo"
"2019 Proton Iriz Premium 1.6"|"32,723 km"|"Automatic"|"Selangor"|"38,500"|"RM 422/mo"
"2018 Honda City V i-VTEC 1.5"|"92,859 km"|"Automatic"|"Johor"|"62,500"|"RM 685/mo"
"2016 BMW 320i Sport Line 2.0"|"80,396 km"|"Automatic"|"Selangor"|"89,800"|"RM 984/mo"
"2016 Nissan Navara NP300 VL Dual Cab 2.5"|"121,591 km"|"Automatic"|"Sarawak"|"64,400"|"RM 706/mo"
"2023 Perodua Myvi AV 1.5"|"13,681 km"|"Automatic"|"Selangor"|"59,000"|"RM 647/mo"
"2022 Perodua Aruz AV 1.5"|"33,687 km"|"Automatic"|"Kuala Lumpur"|"65,800"|"RM 721/mo"
"2010 Toyota Corolla Altis V 2.0"|"106,117 km"|"Automatic"|"Kuala Lumpur"|"29,800"|"RM 327/mo"
"2020 Perodua Bezza X 1.3"|"36,359 km"|"Automatic"|"Johor"|"42,200"|"RM 462/mo"
"2017 Toyota Vios GX 1.5"|"87,186 km"|"Automatic"|"Sarawak"|"56,300"|"RM 617/mo"
"2021 Perodua Myvi H 1.5"|"45,729 km"|"Automatic"|"Selangor"|"50,800"|"RM 557/mo"
"2016 Proton Exora Turbo Executive 1.6"|"61,723 km"|"Automatic"|"Pahang"|"28,300"|"RM 310/mo"
"2018 Perodua AXIA Advance 1.0"|"66,278 km"|"Automatic"|"Selangor"|"35,800"|"RM 392/mo"
"2023 Perodua Myvi AV 1.5"|"15,403 km"|"Automatic"|"Pulau Pinang"|"59,000"|"RM 647/mo"
"2020 Proton Saga Premium 1.3"|"27,070 km"|"Automatic"|"Selangor"|"34,800"|"RM 381/mo"
"2021 Perodua AXIA GXtra 1.0"|"45,593 km"|"Automatic"|"Melaka"|"35,000"|"RM 384/mo"
"2020 Perodua Myvi AV 1.5"|"42,364 km"|"Automatic"|"Kuala Lumpur"|"50,800"|"RM 557/mo"
"2014 Mazda 3 SKYACTIV-G 2.0"|"164,472 km"|"Automatic"|"Perak"|"42,900"|"RM 470/mo"
"2020 Honda BR-V V i-VTEC 1.5"|"54,819 km"|"Automatic"|"Negeri Sembilan"|"68,000"|"RM 745/mo"
"2023 Toyota Corolla Altis GR Sport 1.8"|"17,139 km"|"Automatic"|"Kuala Lumpur"|"133,000"|"RM 1,457/mo"
"2015 Toyota Vios G 1.5"|"116,473 km"|"Automatic"|"Johor"|"45,300"|"RM 496/mo"
"2019 Perodua Bezza X Premium 1.3"|"48,330 km"|"Automatic"|"Selangor"|"39,000"|"RM 427/mo"
"2020 Proton X50 Premium 1.5"|"56,877 km"|"Automatic"|"Sabah"|"74,900"|"RM 821/mo"
"2019 Perodua Myvi H 1.5"|"65,432 km"|"Automatic"|"Sabah"|"43,300"|"RM 474/mo"
"2010 Toyota Camry E 2.0"|"139,601 km"|"Automatic"|"Negeri Sembilan"|"31,300"|"RM 343/mo"
"2017 Proton Saga Standard 1.3"|"61,011 km"|"Automatic"|"Kuala Lumpur"|"27,400"|"RM 300/mo"
"2009 Honda City S i-VTEC 1.5"|"214,740 km"|"Automatic"|"Johor"|"19,400"|"RM 213/mo"
"2020 Perodua Myvi AV 1.5"|"28,141 km"|"Automatic"|"Pulau Pinang"|"48,300"|"RM 529/mo"
"2016 Mazda 2 SKYACTIV-G 1.5"|"113,488 km"|"Automatic"|"Selangor"|"46,300"|"RM 507/mo"
"2016 Perodua Myvi SE 1.5"|"62,818 km"|"Automatic"|"Pahang"|"35,600"|"RM 390/mo"
"2016 Perodua Alza EZ 1.5"|"89,885 km"|"Automatic"|"Johor"|"39,400"|"RM 432/mo"
"2018 Perodua Bezza X Premium 1.3"|"62,454 km"|"Automatic"|"Kedah"|"37,800"|"RM 414/mo"
"2015 Volkswagen Polo1.6"|"96,393 km"|"Automatic"|"Pahang"|"23,000"|"RM 252/mo"
"2019 Volkswagen Polo Comfortline 1.6"|"43,674 km"|"Automatic"|"Kedah"|"46,000"|"RM 504/mo"
"2020 Toyota Vellfire Z A Edition 2.5"|"14,332 km"|"Automatic"|"Johor"|"198,900"|"RM 2,180/mo"
"2016 Nissan Serena S-Hybrid High-Way Star Premium 2.0"|"129,157 km"|"Automatic"|"Selangor"|"59,800"|"RM 655/mo"
"2017 Proton Preve Executive 1.6"|"96,985 km"|"Automatic"|"Pahang"|"30,400"|"RM 333/mo"
"2015 Toyota Hiace Window 2.7"|"110,396 km"|"Manual"|"Pulau Pinang"|"83,000"|"RM 910/mo"
"2018 Nissan X-Trail 4WD 2.5"|"97,310 km"|"Automatic"|"Negeri Sembilan"|"72,000"|"RM 789/mo"
"2016 Proton Saga Executive 1.3"|"90,560 km"|"Automatic"|"Selangor"|"25,900"|"RM 284/mo"
"2021 Perodua Alza EZ 1.5"|"53,046 km"|"Automatic"|"Selangor"|"51,900"|"RM 569/mo"
"2017 Perodua Myvi SE 1.5"|"100,982 km"|"Automatic"|"Negeri Sembilan"|"39,600"|"RM 434/mo"
"2021 Perodua Bezza X 1.3"|"39,085 km"|"Automatic"|"Selangor"|"42,400"|"RM 465/mo"
"2015 Suzuki Swift GL 1.4"|"136,755 km"|"Automatic"|"Johor"|"29,700"|"RM 325/mo"
"2019 Perodua Bezza X Premium 1.3"|"77,575 km"|"Automatic"|"Pahang"|"39,000"|"RM 427/mo"
"2022 Honda HR-V S 1.5"|"15,988 km"|"Automatic"|"Selangor"|"99,800"|"RM 1,094/mo"
"2015 Mitsubishi ASX2.0"|"95,709 km"|"Automatic"|"Selangor"|"40,000"|"RM 438/mo"
"2020 Toyota Alphard G S C Package 2.5"|"36,343 km"|"Automatic"|"Melaka"|"242,800"|"RM 2,661/mo"
"2016 Mitsubishi Lancer GTE 2.0"|"81,976 km"|"Automatic"|"Johor"|"63,000"|"RM 690/mo"
"2017 Nissan Navara NP300 VL Dual Cab 2.5"|"80,965 km"|"Automatic"|"Pahang"|"75,500"|"RM 827/mo"
"2018 Perodua Alza Advance 1.5"|"53,079 km"|"Automatic"|"Pulau Pinang"|"52,900"|"RM 580/mo"
"2015 Proton Saga FLX Standard 1.3"|"66,667 km"|"Automatic"|"Kuala Lumpur"|"14,000"|"RM 153/mo"
"2012 Perodua Myvi EZi 1.3"|"133,899 km"|"Automatic"|"Selangor"|"19,800"|"RM 217/mo"
"2019 Mercedes-Benz A200 Progressive Line 1.3"|"44,516 km"|"Automatic"|"Selangor"|"160,000"|"RM 1,753/mo"
"2022 Perodua AXIA Advance 1.0"|"16,209 km"|"Automatic"|"Negeri Sembilan"|"42,000"|"RM 460/mo"
"2019 Proton Persona Premium 1.6"|"58,549 km"|"Automatic"|"Johor"|"39,400"|"RM 432/mo"
"2017 Proton Exora Turbo Premium 1.6"|"59,284 km"|"Automatic"|"Kedah"|"34,400"|"RM 377/mo"
"2016 Perodua AXIA G 1.0"|"96,460 km"|"Automatic"|"Selangor"|"26,900"|"RM 295/mo"
"2013 Perodua Myvi SE 1.3"|"192,045 km"|"Automatic"|"Selangor"|"21,900"|"RM 240/mo"
"2020 Proton Persona Premium 1.6"|"64,852 km"|"Automatic"|"Melaka"|"41,800"|"RM 458/mo"
"2016 Proton Persona Premium 1.6"|"126,589 km"|"Automatic"|"Melaka"|"29,400"|"RM 322/mo"
"2016 Honda Jazz E i-VTEC 1.5"|"111,076 km"|"Automatic"|"Terengganu"|"52,400"|"RM 574/mo"
"2018 Perodua Alza EZ 1.5"|"99,996 km"|"Automatic"|"Selangor"|"43,400"|"RM 476/mo"
"2016 Perodua Myvi SE 1.5"|"81,017 km"|"Automatic"|"Selangor"|"35,600"|"RM 390/mo"
"2021 Honda CR-V TC-P VTEC 1.5"|"31,021 km"|"Automatic"|"Pulau Pinang"|"136,200"|"RM 1,493/mo"
"2017 Toyota Vios E 1.5"|"66,889 km"|"Automatic"|"Selangor"|"54,800"|"RM 601/mo"
"2019 Proton X70 TGDI Premium 1.8"|"63,057 km"|"Automatic"|"Sabah"|"65,800"|"RM 721/mo"
"2015 Mitsubishi Mirage GS 1.2"|"83,909 km"|"Automatic"|"Selangor"|"23,800"|"RM 261/mo"
"2012 Perodua Myvi SE 1.5"|"158,620 km"|"Automatic"|"Kuala Lumpur"|"22,800"|"RM 250/mo"
"2015 Perodua Myvi SE 1.5"|"158,807 km"|"Automatic"|"Kuala Lumpur"|"29,800"|"RM 327/mo"
"2014 Toyota Vios J 1.5"|"106,964 km"|"Automatic"|"Selangor"|"37,800"|"RM 414/mo"
"2009 Toyota Vios J 1.5"|"214,690 km"|"Automatic"|"Melaka"|"21,800"|"RM 239/mo"
"2013 Toyota Vios J 1.5"|"194,938 km"|"Automatic"|"Negeri Sembilan"|"33,000"|"RM 362/mo"
"2010 Toyota Vios E 1.5"|"183,554 km"|"Automatic"|"Pulau Pinang"|"24,000"|"RM 263/mo"
"2012 Proton Persona Elegance Medium Line 1.6"|"211,600 km"|"Automatic"|"Pahang"|"10,800"|"RM 118/mo"
"2009 Toyota Wish X 1.8"|"91,133 km"|"Automatic"|"Kuala Lumpur"|"45,400"|"RM 498/mo"
"2021 Perodua AXIA Style 1.0"|"28,350 km"|"Automatic"|"Pulau Pinang"|"38,000"|"RM 416/mo"
"2021 Proton Saga Premium 1.3"|"21,733 km"|"Automatic"|"Johor"|"35,400"|"RM 388/mo"
"2019 Proton Exora Turbo Executive Plus 1.6"|"73,406 km"|"Automatic"|"Melaka"|"40,900"|"RM 448/mo"
"2020 Volkswagen Passat Elegance 2.0"|"18,645 km"|"Automatic"|"Selangor"|"128,900"|"RM 1,413/mo"
"2016 Honda HR-V i-VTEC V 1.8"|"148,711 km"|"Automatic"|"Pulau Pinang"|"61,400"|"RM 673/mo"
"2019 Honda Jazz V i-VTEC 1.5"|"93,312 km"|"Automatic"|"Terengganu"|"70,800"|"RM 776/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"86,534 km"|"Automatic"|"Johor"|"55,400"|"RM 607/mo"
"2019 Honda BR-V V i-VTEC 1.5"|"80,418 km"|"Automatic"|"Kuala Lumpur"|"60,800"|"RM 666/mo"
"2013 Perodua Alza EZi 1.5"|"186,136 km"|"Automatic"|"Melaka"|"26,000"|"RM 285/mo"
"2015 Perodua Myvi SE 1.5"|"118,648 km"|"Automatic"|"Kuala Lumpur"|"29,800"|"RM 327/mo"
"2020 Proton Persona Premium 1.6"|"38,470 km"|"Automatic"|"Johor"|"41,800"|"RM 458/mo"
"2017 Nissan Almera E 1.5"|"61,577 km"|"Automatic"|"Kuala Lumpur"|"36,000"|"RM 395/mo"
"2018 Nissan Almera VL Black Series 1.5"|"84,682 km"|"Automatic"|"Pahang"|"41,900"|"RM 459/mo"
"2022 Perodua Myvi AV 1.5"|"14,781 km"|"Automatic"|"Pahang"|"57,000"|"RM 625/mo"
"2015 Honda City E i-VTEC 1.5"|"154,857 km"|"Automatic"|"Melaka"|"39,400"|"RM 432/mo"
"2015 Honda HR-V i-VTEC E 1.8"|"90,791 km"|"Automatic"|"Terengganu"|"49,400"|"RM 541/mo"
"2019 Honda City E i-VTEC 1.5"|"69,198 km"|"Automatic"|"Kuala Lumpur"|"60,800"|"RM 666/mo"
"2015 Nissan Almera E 1.5"|"53,364 km"|"Automatic"|"Negeri Sembilan"|"28,800"|"RM 316/mo"
"2019 Proton X70 TGDI Executive 1.8"|"78,004 km"|"Automatic"|"Selangor"|"63,900"|"RM 700/mo"
"2019 Honda Jazz V i-VTEC 1.5"|"35,985 km"|"Automatic"|"Pulau Pinang"|"70,400"|"RM 771/mo"
"2018 Nissan Almera E 1.5"|"99,054 km"|"Automatic"|"Pulau Pinang"|"40,300"|"RM 442/mo"
"2013 Perodua Alza EZ 1.5"|"170,487 km"|"Automatic"|"Kuala Lumpur"|"26,400"|"RM 289/mo"
"2015 Perodua Myvi SE 1.5"|"134,453 km"|"Automatic"|"Pulau Pinang"|"30,000"|"RM 329/mo"
"2015 Mazda CX-5 SKYACTIV-G GL 2.0"|"80,375 km"|"Automatic"|"Pulau Pinang"|"49,400"|"RM 541/mo"
"2019 Perodua AXIA G 1.0"|"49,461 km"|"Automatic"|"Selangor"|"32,400"|"RM 355/mo"
"2023 Perodua AXIA GXtra 1.0"|"6,801 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2016 Perodua AXIA Advance 1.0"|"117,951 km"|"Automatic"|"Selangor"|"29,900"|"RM 328/mo"
"2019 Perodua AXIA G 1.0"|"14,664 km"|"Automatic"|"Pahang"|"32,400"|"RM 355/mo"
"2020 Perodua Bezza G 1.0"|"81,119 km"|"Automatic"|"Kuala Lumpur"|"36,000"|"RM 395/mo"
"2017 Honda City S i-VTEC 1.5"|"66,129 km"|"Automatic"|"Kuala Lumpur"|"50,800"|"RM 557/mo"
"2018 Honda City V i-VTEC 1.5"|"91,998 km"|"Automatic"|"Pulau Pinang"|"62,500"|"RM 685/mo"
"2020 Perodua Bezza Advance 1.3"|"66,229 km"|"Automatic"|"Selangor"|"47,000"|"RM 515/mo"
"2010 Perodua Myvi EZi 1.3"|"97,975 km"|"Automatic"|"Perak"|"15,900"|"RM 174/mo"
"2015 Perodua AXIA G 1.0"|"155,558 km"|"Automatic"|"Kuala Lumpur"|"21,400"|"RM 235/mo"
"2020 Toyota Hiace Panel 2.5"|"39,071 km"|"Manual"|"Selangor"|"92,000"|"RM 1,008/mo"
"2018 Perodua Bezza X Premium 1.3"|"75,890 km"|"Automatic"|"Melaka"|"37,900"|"RM 415/mo"
"2017 Perodua Myvi AV 1.5"|"96,529 km"|"Automatic"|"Melaka"|"42,900"|"RM 470/mo"
"2015 Suzuki Swift GL 1.4"|"128,533 km"|"Automatic"|"Perak"|"29,700"|"RM 325/mo"
"2012 BMW X3 xDrive20i 2.0"|"117,267 km"|"Automatic"|"Kuala Lumpur"|"41,800"|"RM 458/mo"
"2015 Honda City E i-VTEC 1.5"|"90,068 km"|"Automatic"|"Pahang"|"39,900"|"RM 437/mo"
"2019 Honda CR-V i-VTEC 2.0"|"73,828 km"|"Automatic"|"Pulau Pinang"|"99,800"|"RM 1,094/mo"
"2015 Honda City S+ i-VTEC 1.5"|"67,584 km"|"Automatic"|"Pahang"|"39,900"|"RM 437/mo"
"2011 Perodua Myvi SE 1.3"|"94,791 km"|"Automatic"|"Kuala Lumpur"|"17,400"|"RM 191/mo"
"2012 Toyota Camry V 2.5"|"124,274 km"|"Automatic"|"Selangor"|"45,400"|"RM 498/mo"
"2022 Perodua Bezza X 1.3"|"36,260 km"|"Automatic"|"Pulau Pinang"|"42,400"|"RM 465/mo"
"2018 Haval H1 Comfort 1.5"|"105,534 km"|"Automatic"|"Pulau Pinang"|"23,900"|"RM 262/mo"
"2018 Perodua Myvi AV 1.5"|"76,358 km"|"Automatic"|"Pahang"|"45,900"|"RM 503/mo"
"2017 Toyota Vios TRD Sportivo 1.5"|"85,489 km"|"Automatic"|"Selangor"|"57,900"|"RM 634/mo"
"2017 Perodua Myvi X 1.3"|"121,127 km"|"Automatic"|"Perak"|"38,400"|"RM 421/mo"
"2015 Nissan Almera VL 1.5"|"96,224 km"|"Automatic"|"Terengganu"|"29,400"|"RM 322/mo"
"2012 Proton Saga FLX Executive 1.3"|"160,770 km"|"Automatic"|"Selangor"|"10,900"|"RM 119/mo"
"2017 Honda City E i-VTEC 1.5"|"91,057 km"|"Automatic"|"Selangor"|"56,000"|"RM 614/mo"
"2019 Honda Jazz S i-VTEC 1.5"|"35,326 km"|"Automatic"|"Kuala Lumpur"|"62,800"|"RM 688/mo"
