"car_name"|"car_mileage"|"car_transmission"|"car_location"|"car_price"|"car_instalment_mth_amt"
"2021 Proton Persona Premium 1.6"|"21,986 km"|"Automatic"|"Melaka"|"39,900"|"RM 437/mo"
"2010 Mazda 2 R 1.5"|"81,972 km"|"Automatic"|"Selangor"|"18,900"|"RM 207/mo"
"2013 Inokom Elantra Premium 1.8"|"110,248 km"|"Automatic"|"Pulau Pinang"|"25,900"|"RM 284/mo"
"2015 Perodua Myvi X 1.3"|"54,306 km"|"Automatic"|"Pulau Pinang"|"27,800"|"RM 305/mo"
"2013 Perodua Alza EZ 1.5"|"136,382 km"|"Automatic"|"Melaka"|"26,900"|"RM 295/mo"
"2014 Toyota Camry G X 2.0"|"52,062 km"|"Automatic"|"Selangor"|"65,300"|"RM 716/mo"
"2019 Perodua Bezza X Premium 1.3"|"108,522 km"|"Automatic"|"Sarawak"|"35,200"|"RM 386/mo"
"2015 Nissan X-Trail2.0"|"85,213 km"|"Automatic"|"Sabah"|"47,000"|"RM 515/mo"
"2014 Proton Iriz Executive 1.3"|"211,722 km"|"Manual"|"Pahang"|"13,900"|"RM 152/mo"
"2021 Perodua AXIA SE 1.0"|"48,083 km"|"Automatic"|"Pahang"|"38,400"|"RM 421/mo"
"2022 Perodua Bezza X 1.3"|"36,411 km"|"Automatic"|"Selangor"|"42,900"|"RM 470/mo"
"2022 Mazda BT-50 Mid Single Cab 1.9"|"4,850 km"|"Manual"|"Selangor"|"71,000"|"RM 778/mo"
"2020 Perodua AXIA Style 1.0"|"54,304 km"|"Automatic"|"Pahang"|"36,900"|"RM 404/mo"
"2016 Perodua Myvi G 1.3"|"83,917 km"|"Automatic"|"Pahang"|"29,800"|"RM 327/mo"
"2014 Toyota Vios J 1.5"|"61,164 km"|"Automatic"|"Kuala Lumpur"|"37,800"|"RM 414/mo"
"2013 Peugeot 208 Allure 1.6"|"54,113 km"|"Automatic"|"Pulau Pinang"|"15,800"|"RM 173/mo"
"2015 Honda Jazz S i-VTEC 1.5"|"139,035 km"|"Automatic"|"Kuala Lumpur"|"41,800"|"RM 458/mo"
"2014 Proton Iriz Premium 1.6"|"90,994 km"|"Automatic"|"Kuala Lumpur"|"19,900"|"RM 218/mo"
"2014 Peugeot 208 Allure 1.6"|"100,652 km"|"Automatic"|"Pulau Pinang"|"17,800"|"RM 195/mo"
"2017 Proton Persona Executive 1.6"|"85,308 km"|"Automatic"|"Kuala Lumpur"|"31,000"|"RM 340/mo"
"2018 Honda Jazz E i-VTEC 1.5"|"79,538 km"|"Automatic"|"Johor"|"61,800"|"RM 677/mo"
"2022 Perodua Myvi AV 1.5"|"28,828 km"|"Automatic"|"Pahang"|"56,000"|"RM 614/mo"
"2019 Honda BR-V V i-VTEC 1.5"|"20,966 km"|"Automatic"|"Kuala Lumpur"|"60,900"|"RM 667/mo"
"2016 Perodua Alza EZ 1.5"|"106,237 km"|"Automatic"|"Kedah"|"37,900"|"RM 415/mo"
"2016 Perodua Myvi G 1.3"|"104,829 km"|"Automatic"|"Kuala Lumpur"|"29,400"|"RM 322/mo"
"2020 Perodua Bezza X 1.3"|"32,822 km"|"Automatic"|"Selangor"|"41,900"|"RM 459/mo"
"2016 Mitsubishi ASX2.0"|"134,600 km"|"Automatic"|"Perak"|"45,000"|"RM 493/mo"
"2017 Perodua AXIA Advance 1.0"|"89,963 km"|"Automatic"|"Negeri Sembilan"|"33,000"|"RM 362/mo"
"2015 Volkswagen Polo Comfortline 1.6"|"49,735 km"|"Automatic"|"Selangor"|"26,800"|"RM 294/mo"
"2020 Perodua Myvi H 1.5"|"22,530 km"|"Automatic"|"Selangor"|"48,000"|"RM 526/mo"
"2017 Proton Exora Turbo Premium 1.6"|"57,961 km"|"Automatic"|"Johor"|"34,000"|"RM 373/mo"
"2019 Proton Persona Premium 1.6"|"22,988 km"|"Automatic"|"Pulau Pinang"|"38,900"|"RM 426/mo"
"2014 Toyota Hiace Window 2.5"|"125,749 km"|"Manual"|"Kuala Lumpur"|"77,800"|"RM 853/mo"
"2018 Toyota Vios E 1.5"|"102,845 km"|"Automatic"|"Johor"|"57,900"|"RM 634/mo"
"2020 Perodua Bezza X 1.3"|"58,420 km"|"Automatic"|"Selangor"|"41,900"|"RM 459/mo"
"2022 Perodua Myvi AV 1.5"|"23,672 km"|"Automatic"|"Pulau Pinang"|"57,000"|"RM 625/mo"
"2020 Perodua AXIA GXtra 1.0"|"62,740 km"|"Automatic"|"Sarawak"|"30,800"|"RM 338/mo"
"2016 Perodua AXIA G 1.0"|"107,523 km"|"Automatic"|"Sabah"|"25,000"|"RM 274/mo"
"2023 Perodua AXIA G 1.0"|"3,928 km"|"Automatic"|"Negeri Sembilan"|"37,900"|"RM 415/mo"
"2018 Perodua Alza EZ 1.5"|"112,985 km"|"Automatic"|"Johor"|"43,400"|"RM 476/mo"
"2022 Perodua Alza X 1.5"|"36,460 km"|"Automatic"|"Johor"|"61,000"|"RM 668/mo"
"2015 Honda Jazz V i-VTEC 1.5"|"95,504 km"|"Automatic"|"Terengganu"|"50,000"|"RM 548/mo"
"2013 Mazda CX-5 SKYACTIV-G High Spec 2.0"|"140,013 km"|"Automatic"|"Selangor"|"41,800"|"RM 458/mo"
"2019 Proton X70 TGDI Premium 1.8"|"45,826 km"|"Automatic"|"Pulau Pinang"|"68,900"|"RM 755/mo"
"2016 Proton Saga FLX Plus 1.3"|"141,773 km"|"Automatic"|"Selangor"|"22,400"|"RM 245/mo"
"2016 Mazda CX-3 SKYACTIV 2.0"|"93,184 km"|"Automatic"|"Kuala Lumpur"|"68,400"|"RM 750/mo"
"2022 Mazda BT-50 Mid Single Cab 1.9"|"5,471 km"|"Manual"|"Pahang"|"71,000"|"RM 778/mo"
"2017 Kia Rio1.4"|"118,365 km"|"Automatic"|"Pulau Pinang"|"31,900"|"RM 350/mo"
"2019 Perodua Aruz AV 1.5"|"40,853 km"|"Automatic"|"Selangor"|"55,800"|"RM 611/mo"
"2017 Honda HR-V i-VTEC V 1.8"|"52,136 km"|"Automatic"|"Perak"|"65,800"|"RM 721/mo"
"2017 Honda HR-V i-VTEC V 1.8"|"94,284 km"|"Automatic"|"Terengganu"|"65,400"|"RM 717/mo"
"2021 Perodua Bezza X 1.3"|"66,051 km"|"Automatic"|"Pulau Pinang"|"39,500"|"RM 433/mo"
"2019 Proton Saga Premium 1.3"|"54,499 km"|"Automatic"|"Kuala Lumpur"|"32,400"|"RM 355/mo"
"2019 Perodua Myvi G 1.3"|"79,203 km"|"Automatic"|"Pulau Pinang"|"39,000"|"RM 427/mo"
"2016 Proton Exora Turbo Premium 1.6"|"119,298 km"|"Automatic"|"Negeri Sembilan"|"28,900"|"RM 317/mo"
"2019 Proton Exora Turbo Premium 1.6"|"70,047 km"|"Automatic"|"Selangor"|"46,000"|"RM 504/mo"
"2018 Perodua AXIA SE 1.0"|"21,945 km"|"Automatic"|"Pulau Pinang"|"34,200"|"RM 375/mo"
"2023 Proton Saga Premium S 1.3"|"2,566 km"|"Automatic"|"Selangor"|"42,000"|"RM 460/mo"
"2017 Proton Ertiga VVT Executive 1.4"|"69,716 km"|"Automatic"|"Pulau Pinang"|"38,000"|"RM 416/mo"
"2014 Toyota Avanza G 1.5"|"51,539 km"|"Automatic"|"Kuala Lumpur"|"36,800"|"RM 403/mo"
"2018 Proton Persona Standard 1.6"|"78,382 km"|"Automatic"|"Kuala Lumpur"|"32,800"|"RM 359/mo"
"2016 Proton Saga FLX Plus 1.3"|"89,987 km"|"Automatic"|"Johor"|"22,800"|"RM 250/mo"
"2016 Perodua Myvi G 1.3"|"72,548 km"|"Automatic"|"Johor"|"29,800"|"RM 327/mo"
"2019 Honda Jazz E i-VTEC 1.5"|"60,426 km"|"Automatic"|"Melaka"|"64,800"|"RM 710/mo"
"2015 Perodua AXIA Advance 1.0"|"110,673 km"|"Automatic"|"Pahang"|"24,800"|"RM 272/mo"
"2023 Perodua AXIA G 1.0"|"23,111 km"|"Automatic"|"Johor"|"37,900"|"RM 415/mo"
"2014 Toyota Vios E 1.5"|"152,875 km"|"Automatic"|"Kuala Lumpur"|"38,500"|"RM 422/mo"
"2015 Perodua AXIA G 1.0"|"81,730 km"|"Automatic"|"Kuala Lumpur"|"22,000"|"RM 241/mo"
"2021 Proton Saga Premium 1.3"|"27,472 km"|"Automatic"|"Perak"|"35,400"|"RM 388/mo"
"2022 Perodua Alza X 1.5"|"29,243 km"|"Automatic"|"Melaka"|"61,000"|"RM 668/mo"
"2014 Peugeot 2008 VTi 1.6"|"182,720 km"|"Automatic"|"Selangor"|"19,800"|"RM 217/mo"
"2017 Perodua AXIA Advance 1.0"|"73,835 km"|"Automatic"|"Negeri Sembilan"|"33,000"|"RM 362/mo"
"2017 Perodua Alza EZ 1.5"|"86,471 km"|"Automatic"|"Kuala Lumpur"|"42,000"|"RM 460/mo"
"2019 Perodua Aruz AV 1.5"|"94,367 km"|"Automatic"|"Terengganu"|"55,800"|"RM 611/mo"
"2023 Perodua AXIA G 1.0"|"22,184 km"|"Automatic"|"Sarawak"|"36,000"|"RM 395/mo"
"2020 Perodua Myvi AV 1.5"|"43,244 km"|"Automatic"|"Selangor"|"50,800"|"RM 557/mo"
"2013 Honda City E+ i-VTEC 1.5"|"88,182 km"|"Automatic"|"Terengganu"|"28,800"|"RM 316/mo"
"2022 Perodua AXIA GXtra 1.0"|"14,702 km"|"Automatic"|"Selangor"|"36,000"|"RM 395/mo"
"2008 MINI Cooper S 1.6"|"138,917 km"|"Automatic"|"Selangor"|"36,900"|"RM 404/mo"
"2020 Perodua Myvi AV 1.5"|"59,665 km"|"Automatic"|"Melaka"|"50,800"|"RM 557/mo"
"2017 Perodua Alza EZ 1.5"|"46,312 km"|"Automatic"|"Pulau Pinang"|"42,000"|"RM 460/mo"
"2019 Kia Carnival YP 2.2"|"65,882 km"|"Automatic"|"Selangor"|"129,000"|"RM 1,414/mo"
"2012 Perodua Alza EZi 1.5"|"105,576 km"|"Automatic"|"Melaka"|"24,800"|"RM 272/mo"
"2018 Perodua Myvi AV 1.5"|"59,578 km"|"Automatic"|"Pahang"|"45,800"|"RM 502/mo"
"2015 Perodua AXIA SE 1.0"|"64,571 km"|"Automatic"|"Johor"|"23,800"|"RM 261/mo"
"2017 Perodua Myvi G 1.3"|"33,005 km"|"Automatic"|"Johor"|"38,900"|"RM 426/mo"
"2019 Honda City E i-VTEC 1.5"|"87,740 km"|"Automatic"|"Selangor"|"61,900"|"RM 678/mo"
"2019 Perodua Bezza G 1.0"|"79,903 km"|"Automatic"|"Selangor"|"32,000"|"RM 351/mo"
"2018 Perodua Myvi AV 1.5"|"71,276 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2012 Volkswagen Passat TSI 1.8"|"144,562 km"|"Automatic"|"Selangor"|"21,200"|"RM 232/mo"
"2018 Proton Saga Executive 1.3"|"45,759 km"|"Automatic"|"Negeri Sembilan"|"28,400"|"RM 311/mo"
"2018 Proton Persona Premium 1.6"|"90,104 km"|"Automatic"|"Selangor"|"34,500"|"RM 378/mo"
"2019 Nissan Almera VL 1.5"|"40,971 km"|"Automatic"|"Selangor"|"47,400"|"RM 519/mo"
"2019 Perodua Aruz AV 1.5"|"50,463 km"|"Automatic"|"Johor"|"55,800"|"RM 611/mo"
"2022 Perodua Aruz AV 1.5"|"32,801 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2019 Honda HR-V i-VTEC V 1.8"|"37,430 km"|"Automatic"|"Selangor"|"83,500"|"RM 915/mo"
"2013 Volkswagen Tiguan TSI 2.0"|"114,578 km"|"Automatic"|"Kuala Lumpur"|"28,800"|"RM 316/mo"
"2017 Proton Persona Executive 1.6"|"42,375 km"|"Automatic"|"Selangor"|"31,000"|"RM 340/mo"
"2018 Perodua Myvi AV 1.5"|"98,977 km"|"Automatic"|"Selangor"|"45,600"|"RM 500/mo"
"2019 Honda City E i-VTEC 1.5"|"68,113 km"|"Automatic"|"Selangor"|"61,900"|"RM 678/mo"
"2017 Perodua Bezza G Standard 1.0"|"81,716 km"|"Automatic"|"Pahang"|"31,900"|"RM 350/mo"
"2015 Nissan X-Trail2.0"|"56,812 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2019 Perodua Aruz AV 1.5"|"55,009 km"|"Automatic"|"Perak"|"55,800"|"RM 611/mo"
"2015 Proton Iriz Executive 1.3"|"49,861 km"|"Automatic"|"Melaka"|"18,900"|"RM 207/mo"
"2015 Toyota Hiace Panel 2.5"|"280,979 km"|"Manual"|"Pulau Pinang"|"68,400"|"RM 750/mo"
"2014 Inokom Elantra Premium 1.8"|"25,355 km"|"Automatic"|"Pulau Pinang"|"26,900"|"RM 295/mo"
"2005 Toyota Wish1.8"|"136,380 km"|"Automatic"|"Selangor"|"27,800"|"RM 305/mo"
"2021 Toyota Vios E 1.5"|"23,312 km"|"Automatic"|"Selangor"|"69,800"|"RM 765/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"119,399 km"|"Automatic"|"Kuala Lumpur"|"55,400"|"RM 607/mo"
"2019 Proton X70 TGDI Premium 1.8"|"33,993 km"|"Automatic"|"Selangor"|"68,800"|"RM 754/mo"
"2023 Mitsubishi Xpander1.5"|"9,642 km"|"Automatic"|"Selangor"|"90,900"|"RM 996/mo"
"2023 Perodua Myvi AV 1.5"|"9,986 km"|"Automatic"|"Pulau Pinang"|"59,000"|"RM 647/mo"
"2017 Honda HR-V i-VTEC V 1.8"|"94,008 km"|"Automatic"|"Pulau Pinang"|"65,400"|"RM 717/mo"
"2018 Honda Jazz E i-VTEC 1.5"|"64,211 km"|"Automatic"|"Negeri Sembilan"|"61,800"|"RM 677/mo"
"2019 Proton Persona Premium 1.6"|"80,562 km"|"Automatic"|"Selangor"|"38,600"|"RM 423/mo"
"2016 Perodua Myvi SE 1.5"|"78,115 km"|"Automatic"|"Perak"|"36,800"|"RM 403/mo"
"2020 Perodua AXIA SE 1.0"|"57,439 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2019 Perodua AXIA G 1.0"|"28,354 km"|"Automatic"|"Johor"|"32,400"|"RM 355/mo"
"2018 Perodua Myvi X 1.3"|"37,663 km"|"Automatic"|"Negeri Sembilan"|"39,900"|"RM 437/mo"
"2018 Honda City V i-VTEC 1.5"|"77,279 km"|"Automatic"|"Selangor"|"62,800"|"RM 688/mo"
"2019 Proton Iriz Premium 1.6"|"36,765 km"|"Automatic"|"Kuala Lumpur"|"37,900"|"RM 415/mo"
"2015 Perodua AXIA G 1.0"|"125,558 km"|"Automatic"|"Selangor"|"21,400"|"RM 235/mo"
"2019 Perodua Myvi AV 1.5"|"12,632 km"|"Automatic"|"Negeri Sembilan"|"48,000"|"RM 526/mo"
"2013 Proton Preve Executive 1.6"|"162,335 km"|"Automatic"|"Selangor"|"16,800"|"RM 184/mo"
"2019 Perodua AXIA G 1.0"|"67,292 km"|"Automatic"|"Negeri Sembilan"|"32,400"|"RM 355/mo"
"2023 Perodua Alza H 1.5"|"22,916 km"|"Automatic"|"Pulau Pinang"|"67,000"|"RM 734/mo"
"2017 Honda City S i-VTEC 1.5"|"124,898 km"|"Automatic"|"Kuala Lumpur"|"50,200"|"RM 550/mo"
"2022 Perodua Myvi AV 1.5"|"11,566 km"|"Automatic"|"Selangor"|"57,000"|"RM 625/mo"
"2020 Perodua Aruz AV 1.5"|"18,934 km"|"Automatic"|"Terengganu"|"61,000"|"RM 668/mo"
"2017 Nissan Almera E 1.5"|"81,029 km"|"Automatic"|"Selangor"|"35,900"|"RM 393/mo"
"2022 Perodua Myvi AV 1.5"|"28,278 km"|"Automatic"|"Kuala Lumpur"|"57,000"|"RM 625/mo"
"2023 Perodua Myvi AV 1.5"|"12,014 km"|"Automatic"|"Negeri Sembilan"|"59,000"|"RM 647/mo"
"2018 Honda HR-V i-VTEC S 1.8"|"82,393 km"|"Automatic"|"Kuala Lumpur"|"58,000"|"RM 636/mo"
"2014 Perodua AXIA Advance 1.0"|"54,740 km"|"Automatic"|"Johor"|"23,900"|"RM 262/mo"
"2021 Perodua Bezza X 1.3"|"19,428 km"|"Automatic"|"Pulau Pinang"|"42,400"|"RM 465/mo"
"2021 Honda Jazz V i-VTEC 1.5"|"38,376 km"|"Automatic"|"Selangor"|"73,000"|"RM 800/mo"
"2022 Perodua Bezza G 1.0"|"11,595 km"|"Automatic"|"Selangor"|"35,900"|"RM 393/mo"
"2017 Renault Captur1.2"|"101,462 km"|"Automatic"|"Pulau Pinang"|"27,800"|"RM 305/mo"
"2020 Perodua AXIA GXtra 1.0"|"6,659 km"|"Automatic"|"Selangor"|"34,400"|"RM 377/mo"
"2019 Perodua AXIA G 1.0"|"71,487 km"|"Automatic"|"Selangor"|"32,400"|"RM 355/mo"
"2015 Perodua AXIA Advance 1.0"|"72,683 km"|"Automatic"|"Kuala Lumpur"|"25,000"|"RM 274/mo"
"2013 Perodua Myvi SE 1.5"|"64,926 km"|"Automatic"|"Selangor"|"26,000"|"RM 285/mo"
"2017 Honda CR-V TC VTEC 1.5"|"43,473 km"|"Automatic"|"Kuala Lumpur"|"94,800"|"RM 1,039/mo"
"2016 Perodua Alza EZ 1.5"|"74,143 km"|"Automatic"|"Kuala Lumpur"|"38,400"|"RM 421/mo"
"2019 Honda HR-V i-VTEC RS 1.8"|"82,643 km"|"Automatic"|"Selangor"|"88,800"|"RM 973/mo"
"2016 Proton Saga FLX Plus 1.3"|"60,216 km"|"Automatic"|"Kuala Lumpur"|"22,800"|"RM 250/mo"
"2023 Proton X50 TGDI Flagship 1.5"|"16,148 km"|"Automatic"|"Selangor"|"98,400"|"RM 1,078/mo"
"2016 Perodua AXIA G 1.0"|"116,040 km"|"Automatic"|"Negeri Sembilan"|"25,000"|"RM 274/mo"
"2019 Kia Carnival YP 2.2"|"79,961 km"|"Automatic"|"Selangor"|"128,000"|"RM 1,403/mo"
"2021 Perodua Bezza Advance 1.3"|"29,319 km"|"Automatic"|"Selangor"|"47,800"|"RM 524/mo"
"2018 Perodua Myvi G 1.3"|"81,658 km"|"Automatic"|"Negeri Sembilan"|"37,900"|"RM 415/mo"
"2019 Honda City V i-VTEC 1.5"|"60,596 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2018 Perodua AXIA G 1.0"|"47,575 km"|"Automatic"|"Johor"|"29,400"|"RM 322/mo"
"2022 Perodua Myvi AV 1.5"|"23,847 km"|"Automatic"|"Pahang"|"57,000"|"RM 625/mo"
"2019 Toyota Yaris G 1.5"|"80,851 km"|"Automatic"|"Negeri Sembilan"|"66,800"|"RM 732/mo"
"2020 Perodua AXIA SE 1.0"|"36,365 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2020 Perodua AXIA SE 1.0"|"40,289 km"|"Automatic"|"Selangor"|"37,000"|"RM 405/mo"
"2018 Perodua AXIA G 1.0"|"47,112 km"|"Automatic"|"Selangor"|"29,400"|"RM 322/mo"
"2020 Perodua AXIA G 1.0"|"44,401 km"|"Automatic"|"Selangor"|"33,000"|"RM 362/mo"
"2019 Proton X70 TGDI Premium 1.8"|"59,497 km"|"Automatic"|"Selangor"|"68,800"|"RM 754/mo"
"2017 Perodua Alza SE 1.5"|"85,941 km"|"Automatic"|"Selangor"|"43,200"|"RM 473/mo"
"2019 Toyota Vios G 1.5"|"47,096 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2017 Honda BR-V V i-VTEC 1.5"|"60,539 km"|"Automatic"|"Pahang"|"55,400"|"RM 607/mo"
"2018 Volkswagen Polo Comfortline 1.6"|"98,064 km"|"Automatic"|"Negeri Sembilan"|"37,800"|"RM 414/mo"
"2012 Honda City E i-VTEC 1.5"|"152,111 km"|"Automatic"|"Selangor"|"26,400"|"RM 289/mo"
"2022 Proton Saga Premium 1.3"|"10,405 km"|"Automatic"|"Selangor"|"35,800"|"RM 392/mo"
"2018 Mazda CX-5 SKYACTIV-G GL 2.0"|"79,773 km"|"Automatic"|"Pulau Pinang"|"95,800"|"RM 1,050/mo"
"2022 Proton X50 Premium 1.5"|"10,343 km"|"Automatic"|"Johor"|"80,000"|"RM 877/mo"
"2020 Proton X70 TGDI Premium X 1.8"|"31,643 km"|"Automatic"|"Negeri Sembilan"|"79,800"|"RM 874/mo"
"2013 Ford Fiesta Sport 1.6"|"126,326 km"|"Automatic"|"Kuala Lumpur"|"14,900"|"RM 163/mo"
"2019 Perodua Alza EZ 1.5"|"81,586 km"|"Automatic"|"Perak"|"46,900"|"RM 514/mo"
"2019 Perodua Bezza Advance Premium 1.3"|"60,508 km"|"Automatic"|"Selangor"|"42,000"|"RM 460/mo"
"2021 Perodua AXIA GXtra 1.0"|"31,214 km"|"Automatic"|"Selangor"|"35,000"|"RM 384/mo"
"2016 Perodua Myvi Advance 1.5"|"100,920 km"|"Automatic"|"Perak"|"36,400"|"RM 399/mo"
"2018 Perodua Bezza Advance Premium 1.3"|"80,412 km"|"Automatic"|"Selangor"|"40,600"|"RM 445/mo"
"2019 Proton X70 TGDI Premium 1.8"|"49,969 km"|"Automatic"|"Johor"|"68,800"|"RM 754/mo"
"2020 Perodua AXIA G 1.0"|"34,328 km"|"Automatic"|"Perak"|"33,000"|"RM 362/mo"
"2018 Perodua AXIA G 1.0"|"36,591 km"|"Automatic"|"Johor"|"29,400"|"RM 322/mo"
"2018 Perodua Bezza X Premium 1.3"|"69,918 km"|"Automatic"|"Selangor"|"38,000"|"RM 416/mo"
"2016 Mazda CX-3 SKYACTIV 2.0"|"62,809 km"|"Automatic"|"Kuala Lumpur"|"67,800"|"RM 743/mo"
"2018 Mazda CX-5 SKYACTIV-G GLS 2.0"|"29,886 km"|"Automatic"|"Pulau Pinang"|"103,900"|"RM 1,139/mo"
"2017 Honda Accord i-VTEC VTi-L 2.0"|"35,210 km"|"Automatic"|"Johor"|"86,800"|"RM 951/mo"
"2017 Perodua Alza SE 1.5"|"105,319 km"|"Automatic"|"Pahang"|"42,900"|"RM 470/mo"
"2018 Perodua Alza EZ 1.5"|"50,411 km"|"Automatic"|"Pulau Pinang"|"43,800"|"RM 480/mo"
"2022 Honda HR-V E 1.5"|"31,094 km"|"Automatic"|"Selangor"|"112,900"|"RM 1,237/mo"
"2020 Perodua Aruz AV 1.5"|"24,124 km"|"Automatic"|"Selangor"|"61,000"|"RM 668/mo"
"2019 Perodua AXIA Advance 1.0"|"17,222 km"|"Automatic"|"Selangor"|"37,900"|"RM 415/mo"
"2023 Perodua Myvi X 1.5"|"3,338 km"|"Automatic"|"Selangor"|"50,000"|"RM 548/mo"
"2018 Proton Persona Executive 1.6"|"23,823 km"|"Automatic"|"Selangor"|"33,400"|"RM 366/mo"
"2015 Nissan Almera E 1.5"|"107,605 km"|"Automatic"|"Selangor"|"26,800"|"RM 294/mo"
"2021 Toyota Vios E 1.5"|"27,375 km"|"Automatic"|"Pulau Pinang"|"69,800"|"RM 765/mo"
"2016 Toyota Corolla Altis V 2.0"|"102,843 km"|"Automatic"|"Selangor"|"70,800"|"RM 776/mo"
"2017 Perodua AXIA G 1.0"|"44,656 km"|"Automatic"|"Selangor"|"28,500"|"RM 312/mo"
"2022 Peugeot 2008 Allure 1.2"|"17,196 km"|"Automatic"|"Johor"|"99,800"|"RM 1,094/mo"
"2022 Proton X50 TGDI Flagship 1.5"|"22,433 km"|"Automatic"|"Selangor"|"90,000"|"RM 986/mo"
"2020 Proton X70 TGDI Executive 1.8"|"49,111 km"|"Automatic"|"Kuala Lumpur"|"68,800"|"RM 754/mo"
"2016 Nissan X-Trail2.0"|"123,543 km"|"Automatic"|"Selangor"|"52,800"|"RM 579/mo"
"2008 Mercedes-Benz C200K Elegance 1.8"|"148,285 km"|"Automatic"|"Selangor"|"36,400"|"RM 399/mo"
"2017 Perodua AXIA SE 1.0"|"39,285 km"|"Automatic"|"Negeri Sembilan"|"30,300"|"RM 332/mo"
"2018 Toyota Vios J 1.5"|"77,860 km"|"Automatic"|"Selangor"|"55,900"|"RM 613/mo"
"2016 Perodua AXIA SE 1.0"|"86,188 km"|"Automatic"|"Selangor"|"27,700"|"RM 304/mo"
"2018 Honda Jazz V i-VTEC 1.5"|"92,512 km"|"Automatic"|"Selangor"|"65,000"|"RM 712/mo"
"2018 Perodua Myvi AV 1.5"|"28,001 km"|"Automatic"|"Selangor"|"45,800"|"RM 502/mo"
"2016 Honda HR-V i-VTEC V 1.8"|"55,059 km"|"Automatic"|"Negeri Sembilan"|"62,000"|"RM 679/mo"
"2019 Perodua Myvi H 1.5"|"65,733 km"|"Automatic"|"Kuala Lumpur"|"44,800"|"RM 491/mo"
"2021 Honda City V i-VTEC 1.5"|"38,835 km"|"Automatic"|"Selangor"|"74,800"|"RM 820/mo"
"2017 Perodua AXIA G 1.0"|"81,351 km"|"Automatic"|"Negeri Sembilan"|"28,200"|"RM 309/mo"
"2015 Perodua Myvi X 1.3"|"140,878 km"|"Automatic"|"Selangor"|"26,800"|"RM 294/mo"
"2020 Perodua Myvi AV 1.5"|"14,833 km"|"Automatic"|"Selangor"|"51,000"|"RM 559/mo"
"2016 Kia Rio1.4"|"82,346 km"|"Automatic"|"Selangor"|"30,900"|"RM 339/mo"
"2018 Mazda CX-5 SKYACTIV-G GL 2.0"|"96,846 km"|"Automatic"|"Selangor"|"95,400"|"RM 1,045/mo"
"2019 Toyota Vios G 1.5"|"47,676 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2013 Proton Saga FLX SE 1.6"|"78,574 km"|"Automatic"|"Selangor"|"15,300"|"RM 168/mo"
"2018 Peugeot 2008 PureTech 1.2"|"75,791 km"|"Automatic"|"Selangor"|"37,800"|"RM 414/mo"
"2019 Proton X70 TGDI Premium 1.8"|"60,859 km"|"Automatic"|"Kuala Lumpur"|"68,400"|"RM 750/mo"
"2016 Perodua AXIA G 1.0"|"92,049 km"|"Automatic"|"Selangor"|"25,800"|"RM 283/mo"
"2024 Proton S70 Flagship 1.5"|"1,172 km"|"Automatic"|"Kuala Lumpur"|"84,000"|"RM 920/mo"
"2014 Honda City E i-VTEC 1.5"|"69,961 km"|"Automatic"|"Kuala Lumpur"|"36,800"|"RM 403/mo"
"2019 Perodua Myvi AV 1.5"|"59,572 km"|"Automatic"|"Selangor"|"47,900"|"RM 525/mo"
"2018 Nissan Serena S-Hybrid High-Way Star Premium 2.0"|"80,684 km"|"Automatic"|"Selangor"|"86,900"|"RM 952/mo"
"2023 Perodua Bezza Advance 1.3"|"21,878 km"|"Automatic"|"Johor"|"49,000"|"RM 537/mo"
"2018 Perodua Myvi AV 1.5"|"94,704 km"|"Automatic"|"Kuala Lumpur"|"45,800"|"RM 502/mo"
"2005 Honda Odyssey i-VTEC 2.4"|"217,297 km"|"Automatic"|"Melaka"|"29,700"|"RM 325/mo"
"2013 Suzuki Swift GLX 1.4"|"79,594 km"|"Automatic"|"Johor"|"26,800"|"RM 294/mo"
"2017 Mazda CX-5 SKYACTIV-G GL 2.0"|"88,112 km"|"Automatic"|"Selangor"|"68,400"|"RM 750/mo"
"2022 Perodua Aruz AV 1.5"|"34,369 km"|"Automatic"|"Selangor"|"65,800"|"RM 721/mo"
"2019 Toyota Yaris E 1.5"|"72,277 km"|"Automatic"|"Selangor"|"62,400"|"RM 684/mo"
"2021 Proton Saga Premium 1.3"|"45,775 km"|"Automatic"|"Selangor"|"35,400"|"RM 388/mo"
"2021 Toyota Innova G 2.0"|"46,969 km"|"Automatic"|"Negeri Sembilan"|"98,900"|"RM 1,084/mo"
"2021 Hyundai Grand Starex Executive Plus 2.5"|"17,882 km"|"Automatic"|"Kuala Lumpur"|"152,000"|"RM 1,666/mo"
"2021 Perodua Alza SE 1.5"|"33,047 km"|"Automatic"|"Selangor"|"54,000"|"RM 592/mo"
